word,label,label_Liu,label_SentiWords,label_AFINN,label_WordStat,label_sentiwordnet
advertent,,,0.21734,,,
advertently,,,0.17826,,,
advice,1.0,,,,,
advil,,,-0.19821,,,
advisability,,,0.20073,,,0.375
advisable,1.0,,0.11229000000000001,,1.0,0.625
advisably,,,,,1.0,
advised,,,0.23008,,-1.0,
advisedly,,,0.17826,,,
advisement,,,-0.07216,,,
advisory,,,-0.008605,,,
advocacy,2.0,,,,1.0,
advocate,2.0,1.0,0.01618,,1.0,
advocated,,1.0,,,1.0,
advocates,,1.0,,,1.0,
advocating,,,,,1.0,
adynamia,,,-0.34088,,,-0.5
adynamic,,,-0.39937,,,
aegis,,,-0.1294,,,
aegyptopithecus,,,0.12208,,,0.125
aengus,,,0.17826,,,
aeon,,,0.08459,,,
aeonian,,,0.15754,,,
aepyorniformes,,,-0.07997,,,
aerate,,,-5.9999999999999995e-05,,,
aerated,,,-0.02298,,,
aerial,,,0.15528,,,
aerie,,,0.17703,,,
aeriform,,,-0.005,,,
aerobacter,,,-0.08901,,,
aerobe,,,0.12208,,,0.125
aerobic,,,0.17703,,,0.5
aerodynamic,,,0.28128000000000003,,,
aery,,,0.06040999999999999,,,
aesop,,,-0.07997,,,-0.125
aesthesia,,,-0.17327,,,
aesthesis,,,-0.0611,,,
aesthete,,,0.17826,,,
aesthetic,,,0.07691,,,
aesthetical,,,0.28394,,,
aesthetically,,,,,1.0,
aesthetician,,,0.21734,,,
aesthetics,,,0.0403,,,
aestival,,,0.12208,,,
aetiologic,,,0.1067,,,
aetiological,,,0.1067,,,
aetiologist,,,0.12208,,,
aetiology,,,0.113,,,
afar,,,0.12208,,,0.125
afeard,,,-0.07997,,,
afeared,,,-0.07997,,,-0.125
affability,1.0,1.0,0.0403,,1.0,
affable,2.0,1.0,0.28394,,1.0,
affableness,,,0.0403,,1.0,
affably,1.0,1.0,0.15793,,,
affair,-1.0,,-0.50116,,,
affaire,,,0.08478,,,
affairs,,,0.23008,,,
affect,,,0.147495,,,
affectation,-1.0,1.0,,,-1.0,
affectations,,,,,-1.0,
affected,,,0.061360000000000005,-1.0,-1.0,0.375
affectedly,,,-0.28345,,-1.0,-0.375
affectedness,,,-0.19985,,,-0.5
affecting,,,0.15199000000000001,,-1.0,
affectingly,1.0,,0.17826,,,
affection,2.0,1.0,0.7106,3.0,,
affectional,,,0.067,,,
affectionate,2.0,1.0,0.52667,3.0,,
affectionately,1.0,,0.37340999999999996,,,
affectionateness,,,0.23440999999999998,,,
affective,,,0.067,,,
affinity,1.0,1.0,0.26984,,1.0,-0.03125
affirm,2.0,1.0,0.08411,,1.0,
affirmable,,,0.28394,,,
affirmation,2.0,1.0,0.28684,,1.0,0.1875
affirmations,,,,,1.0,
affirmative,1.0,1.0,0.237985,,1.0,0.375
affirmatively,,,0.15793,,1.0,0.25
affirmativeness,,,0.36466,,,0.75
affirmatives,,,,,1.0,
affirmatory,,,0.21734,,,0.5
affirmed,,,,,1.0,
affirmer,,,0.15793,,,
affirming,1.0,,,,1.0,
affirms,1.0,,,,1.0,
affixed,,,0.12208,,,0.125
afflatus,,,0.21734,,,0.5
afflict,-1.0,-1.0,-0.46048,,,-0.5
afflicted,,,-0.27011999999999997,-1.0,,
affliction,-1.0,-1.0,-0.33083,,,-0.625
afflictive,-2.0,-1.0,-0.39584,,,
affluence,1.0,1.0,0.15793,,1.0,
affluent,1.0,1.0,-0.099105,,1.0,
afford,1.0,1.0,,,1.0,
affordability,,,,,1.0,
affordable,1.0,1.0,,,1.0,
affordably,,1.0,,,1.0,
afforded,,,,,1.0,
affording,,,,,1.0,
affords,,,,,1.0,
affray,,,-0.28931999999999997,,,
affright,,,-0.08716,,-1.0,
affrighted,,,,,-1.0,
affront,-2.0,-1.0,-0.09284,,-1.0,
affronted,,,,-1.0,-1.0,
affronting,,,,,-1.0,
affronts,,,,,-1.0,
afibrinogenemia,,,-0.34088,,,-0.5
aficionado,,,,,1.0,
aficionados,,,,,1.0,
aflame,,,0.018369999999999997,,,
aflaxen,,,-0.07997,,,
aflicker,,,0.15793,,,
afloat,1.0,,0.15158,,1.0,
aflutter,,,-0.17327,,,
afordable,,1.0,,,1.0,
afraid,-2.0,-1.0,-0.66386,-2.0,,-0.5
afresh,1.0,,,,,
afro,,,-0.01819,,,
afterglow,,,0.17703,,,0.25
afterlife,1.0,,,,,
aftermath,,,,,-1.0,
aftertaste,-1.0,,-0.01819,,,
afterthought,,,-0.12619,,-1.0,-0.625
afterthoughts,,,,,-1.0,
against,-1.0,,,,-1.0,
agalactia,,,-0.34088,,,
agalactosis,,,-0.34088,,,-0.5
agamic,,,-0.38925,,,
agammaglobulinemia,,,-0.38925,,,-0.625
agamogenesis,,,-0.28345,,,
agamogenetic,,,-0.38925,,,
agamous,,,-0.38925,,,
agape,,,0.09751500000000002,,,0.5
age,,,0.077065,,,0.125
aged,-1.0,,0.138105,,,
ageing,,,0.01405,,,
ageism,,,0.12208,,,
ageless,,,0.15793,,,
agelessness,,,-0.02386,,,0.125
agenesia,,,-0.07997,,,
agenesis,,,-0.07997,,,-0.125
agent,,,0.01048,,,0.16666666666666666
agerasia,,,0.12208,,,0.125
aggeus,,,-0.08847000000000001,,,
agglomerate,,,0.05264333333333333,,,
agglomerated,,,0.15793,,,
agglomerative,,,0.15793,,,
aggrandise,,,0.12208,,,
aggrandize,,,0.12208,,,
aggrandizing,1.0,,,,,
aggravate,-2.0,-1.0,-0.60768,-2.0,-1.0,
aggravated,,,-0.23676,-2.0,,-0.125
aggravates,,,,-2.0,,
aggravating,-2.0,-1.0,-0.19821,-2.0,,
aggravation,-2.0,-1.0,-0.58529,,,
aggravator,,,-0.19821,,,
aggregate,,,0.008243333333333332,,1.0,-0.041666666666666664
aggregated,,,0.0403,,1.0,
aggregates,,,,,1.0,
aggregation,,,,,1.0,
aggregations,,,,,1.0,
aggregative,,,0.0403,,,
aggress,,,-0.34088,,,
aggression,-2.0,-1.0,-0.46995,-2.0,,-0.041666666666666664
aggressions,,,,-2.0,,
aggressive,-2.0,-1.0,-0.50705,-2.0,-1.0,0.5
aggressively,,,0.21734,,,
aggressiveness,-2.0,-1.0,-0.39969,,,-0.25
aggressor,-2.0,-1.0,,,,
aggrieve,-2.0,-1.0,-0.09134,,-1.0,
aggrieved,-2.0,-1.0,,,-1.0,
aggrieves,,,,,-1.0,
aggrivation,,-1.0,,,-1.0,
aggro,,,-0.28345,,,-0.375
aggroup,,,0.17826,,,
aghast,-2.0,-1.0,0.15793,-2.0,,
agile,1.0,1.0,0.26966999999999997,,1.0,
agilely,1.0,1.0,0.21734,,1.0,
agility,1.0,1.0,,,1.0,
aging,,,-0.4959950000000001,,,
agism,,,0.12208,,,0.125
agitate,-2.0,,-0.41113,,,
agitated,-2.0,,-0.3592,,,-0.3125
agitating,,,-0.33433,,,
agitation,-2.0,,-0.55566,,,-0.25
agitative,,,-0.33433,,,
agitator,-2.0,,,,,
aglaia,,,0.12208,,,0.125
agleam,,,0.17826,,,
aglow,,,0.23126999999999998,,,
agnail,,,-0.19821,,,
agnatha,,,-0.19821,,,
agnathan,,,-0.34088,,,
agnise,,,0.17826,,,
agnize,,,0.17826,,,
agnosia,,,-0.1665,,,-0.25
agnostic,,,0.14259000000000002,,,
agnostical,,,0.17826,,,0.375
agnosticism,,,0.15754,,,
ago,1.0,,,,,
agog,,,0.28394,2.0,,0.625
agonadal,,,-0.0611,,,-0.125
agonal,,,-0.19821,,,-0.25
agonies,-2.0,-1.0,,,,
agonise,,,-0.46298999999999996,-3.0,,
agonised,,,-0.42036,-3.0,,
agonises,,,,-3.0,,
agonising,,,-0.35258,-3.0,,
agonistic,,,-0.01545,,,
agonistical,,,-0.19821,,,
agonize,-2.0,-1.0,-0.46298999999999996,-3.0,,-0.75
agonized,,,-0.42036,-3.0,,-0.75
agonizes,,,,-3.0,,
agonizing,-2.0,-1.0,-0.5431699999999999,-3.0,-1.0,
agonizingly,-2.0,-1.0,-0.07997,,,
agony,-2.0,-1.0,-0.5867399999999999,,-1.0,
agoraphobic,,,-0.42036,,,-0.75
agranulocytic,,,-0.19821,,,-0.25
agranulocytosis,,,-0.34088,,,
agranulosis,,,-0.34088,,,
agrapha,,,-0.34088,,,-0.5
agree,2.0,,0.51275,1.0,1.0,0.3125
agreeability,2.0,,0.36466,,,
agreeable,,1.0,0.42056000000000004,2.0,,0.3125
agreeableness,2.0,1.0,0.37458,,,0.75
agreeably,2.0,1.0,0.17826,,,
agreed,1.0,,,1.0,1.0,
agreeing,,,,,1.0,
agreement,1.0,,0.44613,1.0,,0.0625
agrees,,,,1.0,1.0,
agrestic,,,-0.021830000000000002,,,
agribusiness,,,0.0403,,,
agriculture,,,0.27036,,,
agromania,,,-0.0611,,,-0.125
aground,-1.0,-1.0,,,,
ague,,,0.09731000000000001,,,0.125
aguish,,,-0.25931,,,-0.375
ahead,,,0.06464,,,0.125
ahimsa,,,0.12208,,,0.125
ahistorical,,,-0.28345,,,-0.375
ahriman,,,-0.25931,,,-0.375
ahura,,,0.17826,,,0.375
aid,,,0.1855,,1.0,
aided,,,,,1.0,
aides,,,,,1.0,
aiding,,,,,1.0,
aids,-1.0,,,,1.0,
ail,-1.0,-1.0,-0.230625,,-1.0,-0.875
ailed,,,,,-1.0,
ailing,,-1.0,-0.49021000000000003,,-1.0,
ailment,-1.0,-1.0,-0.50718,,-1.0,
ailments,-1.0,,,,-1.0,
ails,,,,,-1.0,
ailurophobia,,,-0.01819,,,
ailurus,,,-0.28345,,,
aim,,,0.09804,,,
aimless,-2.0,-1.0,0.19229000000000002,,,
aimlessly,-1.0,,0.15793,,,0.25
aimlessness,-1.0,,0.28394,,,
air,,,0.23975500000000002,,,
aired,,,-0.07997,,,
airedale,,,-0.07997,,,
airhead,-1.0,,,,,
airheaded,,,-0.34088,,,
airily,,,0.15793,,,
airless,,,-0.0611,,,
airs,-1.0,,-0.28345,,,
airship,,,0.20297,,,
airsick,,,-0.34088,,,
airstrip,,,-0.03632,,,
airtight,,,0.06767999999999999,,,-0.25
airworthy,,,0.12208,,,0.125
airy,,,-0.15191,,,
ajar,,,0.00026000000000000003,,,-0.125
akaryocyte,,,-0.28345,,,
akaryote,,,-0.28345,,,-0.375
akeridae,,,-0.07997,,,
akin,,,-0.057679999999999995,,,
akinesia,,,-0.01819,,,
akinesis,,,-0.01819,,,
alabaster,,,0.105495,,,
alabastrine,,,-0.01819,,,
alacritous,,,0.21734,,,0.5
alacrity,1.0,,0.17826,,,
alalia,,,-0.38925,,,-0.625
alar,,,-0.01149,,,
alarm,-1.0,-1.0,-0.16613,-2.0,-1.0,
alarmed,-2.0,-1.0,-0.38925,-2.0,,-0.625
alarming,-2.0,-1.0,-0.36977,,,-0.5
alarmingly,-2.0,-1.0,0.15199000000000001,,,0.375
alarmism,,,-0.07997,,,-0.125
alarmist,,,-0.07997,-2.0,,-0.125
alarmists,,,,-2.0,,
alary,,,-0.07997,,,
alas,-2.0,,-0.39584,-1.0,-1.0,
albigensianism,,,0.21734,,,
albinal,,,-0.34088,,,
albinic,,,-0.34088,,,
albinism,,,-0.38925,,,-0.625
albinistic,,,-0.34088,,,
albinotic,,,-0.34088,,,-0.5
albion,,,0.15793,,,0.25
albuginaceae,,,-0.19821,,,
albugo,,,-0.34088,,,
albuminuria,,,-0.34088,,,
alcalescent,,,-0.17327,,,
alcaptonuria,,,0.21734,,,
alcatraz,1.0,,,,,
alchemist,,,0.12208,,,0.125
alcoholise,,,-0.08847000000000001,,,
alcoholism,,,-0.80796,,,
alcoholize,,,-0.10753,,,-0.125
aldactone,,,-0.19821,,,
aleatory,,,0.12208,,,0.125
alert,,,0.07832333333333334,-1.0,-1.0,
alerted,,,,,-1.0,
alerter,,,,,-1.0,
alerting,,,-0.02298,,-1.0,-0.125
alertly,,,0.15793,,,0.25
alertness,,,0.15242,,1.0,
alerts,,,,,-1.0,
aleve,,,-0.07997,,,
alexandre,1.0,,,,,
alexia,,,-0.25931,,,
alexic,,,-0.039985,,,-0.125
alga,,,-0.19821,,,
algae,,,-0.19821,,,-0.25
algebra,,,0.08327000000000001,,,-0.125
algebraically,,,0.15793,,,0.25
alger,,,0.12208,,,
algidity,,,0.3585,,,0.5
algoid,,,-0.08901,,,
algolagnia,,,-0.38925,,,
algolagnic,,,-0.07997,,,-0.125
algometry,,,-0.19821,,,-0.25
algophilia,,,-0.38925,,,-0.625
algophobia,,,-0.38925,,,-0.625
algophobic,,,-0.39584,,,-0.875
alibi,,,-0.20637,,-1.0,-0.0625
alibis,,,,,-1.0,
alien,,,-0.13754,,-1.0,
alienage,,,-0.26536,,,
alienate,-1.0,-1.0,-0.59314,,-1.0,
alienated,-1.0,-1.0,-0.058570000000000004,,-1.0,
alienates,,,,,-1.0,
alienating,-1.0,,-0.42036,,-1.0,-0.75
alienation,-1.0,-1.0,-0.6109600000000001,-2.0,-1.0,-0.25
alienations,,,,,-1.0,
alienator,,,-0.28345,,,-0.375
alienism,,,-0.29669,,-1.0,-0.3125
alienist,,,-0.19821,,,-0.25
aliens,,,,,-1.0,
alientation,-1.0,,,,,
aliform,,,-0.07997,,,
alight,,,,,1.0,
alighted,,,,,1.0,
alighting,,,,,1.0,
alights,,,,,1.0,
align,,,0.28354,,,-0.25
alignment,,,,,1.0,
alike,,,0.16748,,,0.5
alikeness,,,-0.0611,,,
alimental,,,0.15793,,,
alimentary,,,0.15793,,,
alinement,,,,,1.0,
aliquant,,,-0.38925,,,
aliquot,,,-0.01819,,,
alive,1.0,,0.39626,1.0,1.0,0.25
aliveness,,,,,1.0,
aliyah,,,0.23008,,,0.25
alkalemia,,,-0.34088,,,-0.5
alkalescent,,,-0.17327,,,-0.25
alkalosis,,,-0.19821,,,-0.25
alkalotic,,,0.0403,,,0.125
alkaptonuria,,,0.21734,,,0.5
all,,1.0,0.19849,,,0.1875
all,,-1.0,0.19849,,,0.1875
allantoic,,,0.08478,,,0.25
allantoid,,,0.12208,,,
allargando,,,0.15793,,,0.25
allay,2.0,,,,,
allayer,,,0.12208,,,
allegation,-2.0,-1.0,-0.40985,,-1.0,
allegations,-2.0,-1.0,,,-1.0,
allege,-1.0,-1.0,,,-1.0,
alleged,,,-0.34135,,-1.0,
allegedly,,,,,-1.0,
allegement,,,0.21734,,,0.5
alleges,,,,,-1.0,
allegiance,,,,,1.0,
allegiances,,,,,1.0,
allegiant,,,0.12208,,,0.125
allegorical,1.0,,,,,
allegorically,,,0.15793,,,0.25
allegory,,,0.08459,,,
allegretto,,,-0.041839999999999995,,,-0.125
allegro,,,0.0004833333333333333,,,0.09375
allergic,-1.0,-1.0,-0.53249,-2.0,-1.0,-0.625
allergies,,-1.0,,,-1.0,
allergy,,-1.0,-0.51417,,-1.0,-0.125
alleviant,,,-0.38925,,,
alleviate,1.0,,0.31096999999999997,,1.0,
alleviated,,,-0.42036,,1.0,
alleviates,,,,,1.0,
alleviating,,,,,1.0,
alleviation,,,0.12208,,1.0,
alleviations,,,,,1.0,
alleviative,,,-0.38925,,,
alleviator,,,-0.38656999999999997,,,-0.5
alleviatory,,,-0.38925,,,
alliaceae,,,-0.19821,,,
alliaceous,,,-0.09134,,,-0.1875
alliance,,,,,1.0,
alliances,,,,,1.0,
allied,,,,,1.0,
allies,,,,,1.0,
alligator,,,-0.102975,,,-0.125
alligatored,,,-0.19821,,,
alliteratively,,,0.15793,,,0.25
allocation,,,0.08459,,,
allomerism,,,-0.19821,,,-0.25
allometric,,,-0.01819,,,
allopathy,,,-0.08901,,,
allopurinol,,,-0.07997,,,
allot,,,0.08411,,,
allotment,,,0.10554000000000001,,,0.125
allotropic,,,0.17826,,,
allotropical,,,0.17826,,,0.375
allow,1.0,,0.31228,1.0,1.0,
allowable,1.0,,-0.02163,,1.0,
allowably,,,0.17826,,,
allowance,,,,,1.0,
allowanced,,,,,1.0,
allowances,,,,,1.0,
allowed,,,,,1.0,
allowing,,,,,1.0,
allows,,,,,1.0,
alloy,,,0.040060000000000005,,,
alloyed,,,-0.22494,,,-0.3125
allure,2.0,,0.236765,,1.0,
allured,,,,,1.0,
allurement,,,0.21536,,1.0,0.375
allurements,,,,,1.0,
allures,,,,,1.0,
alluring,2.0,1.0,0.48468999999999995,,,
alluringly,2.0,1.0,,,,
allusive,,,-0.02386,,,0.125
allusiveness,,,0.08478,,,0.25
ally,2.0,,0.107795,,1.0,
allying,,,,,1.0,
almighty,2.0,,0.13813,,1.0,
alms,,,-0.34088,,,-0.5
almsgiving,,,-0.34088,,,-0.5
aloeaceae,,,-0.34088,,,
aloes,,,0.12208,,,
aloft,,,0.08437,,,0.03125
alone,,,-0.28824,-2.0,-1.0,
aloneness,,,-0.33433,,-1.0,
aloof,-2.0,-1.0,-0.103515,,-1.0,0.25
aloofness,,,-0.06393,,,
alp,,,0.21734,,,0.5
alpestrine,,,0.21734,,,
alpha,,,0.08424,,,0.0625
alpinism,,,-0.34088,,,-0.5
alpinist,,,-0.34088,,,-0.5
already,,,0.12208,,,0.125
alright,,,0.11876500000000001,,,0.0625
alstroemeriaceae,,,-0.19821,,,
altace,,,0.12208,,,
alter,,,-0.15812,,,
alterability,,,0.067,,,0.25
alterable,,,0.12971,,,0.25
alterative,,,0.44363,,1.0,
altercate,,,0.15793,,,
altercation,-1.0,-1.0,-0.3766,,-1.0,
altercations,,,,,-1.0,
altered,1.0,,-5.9999999999999995e-05,,,-0.0625
altering,,,-0.07997,,,
alternate,,,0.01753,,,
alternative,,,0.06094,,,
although,-1.0,,,,,
altissimo,,,0.21734,,,0.5
altitudinous,,,0.21734,,,0.5
altogether,,,0.0013350000000000029,,,
altruism,,,0.36466,,,
altruist,2.0,,,,,
altruistic,2.0,1.0,0.44363,,1.0,
altruistically,2.0,1.0,0.15793,,1.0,
alumina,,,-0.07997,,,
alveolitis,,,-0.06819,,,-0.25
always,,,0.0323,,,
alzheimers,,,-0.65161,,,-0.125
am,,,0.0056,,,
amain,,,-0.06819,,,-0.125
amalgamative,,,-0.38925,,,-0.625
amaranthine,,,-0.06819,,,
amastia,,,-0.28345,,,-0.375
amateur,,,-0.07125000000000001,,,-0.3125
amateurish,-1.0,,0.08478,,-1.0,
amateurishly,-1.0,,0.15793,,-1.0,0.25
amateurishness,-1.0,,-0.0611,,,-0.125
amati,,,0.1552,,,
amative,,,0.36466,,,
amativeness,,,0.21734,,,
amatory,,,0.25416,,,
amaurosis,,,-0.28345,,,-0.375
amaurotic,,,-0.19821,,,-0.25
amaze,2.0,1.0,0.56462,2.0,,
amazed,2.0,1.0,0.67203,2.0,,
amazement,2.0,1.0,0.52255,,,
amazes,,1.0,,2.0,,
amazing,2.0,1.0,0.71692,4.0,,
amazingly,2.0,1.0,0.12208,,,
amazon,,,0.08446000000000001,,,
ambages,,,-0.07997,,,-0.125
ambagious,,,0.17826,,,
ambassador,,,0.091,,,-0.125
amberbell,,,-0.19821,,,
ambidexterity,,,0.12208,,,
ambidextrous,,,-0.09951,,,
ambidextrousness,,,0.12208,,,0.125
ambient,,,0.35893,,,0.375
ambiguity,-2.0,-1.0,0.15793,,,0.25
ambiguous,-2.0,-1.0,0.06903,,,-0.1875
ambiguously,,,0.17826,,,
ambition,1.0,,0.60921,,,0.5
ambitionless,,,0.21734,,,
ambitious,1.0,1.0,0.28431,2.0,1.0,0.375
ambitiously,1.0,1.0,0.17826,,1.0,
ambitiousness,,,0.15793,,,0.25
ambivalence,-2.0,-1.0,-0.05621,,-1.0,
ambivalences,,,,,-1.0,
ambivalency,,,-0.05621,,,-0.125
ambivalent,-2.0,-1.0,-0.38925,-1.0,-1.0,-0.625
ambiversion,,,-0.28345,,,-0.375
ambiversive,,,-0.19821,,,-0.25
amble,,,-0.039985,,,
ambrosial,,,0.35341999999999996,,,
ambrosian,,,0.27184,,,0.1875
ambulate,,,-0.38925,,,-0.625
ambuscade,,,-0.17044,,-1.0,
ambuscaded,,,,,-1.0,
ambuscades,,,,,-1.0,
ambush,-1.0,-1.0,-0.21421500000000002,,,
amd,,,0.12208,,,0.125
ameban,,,-0.07997,,,
amebiasis,,,-0.38925,,,
amebic,,,-0.07997,,,
amebiosis,,,-0.38925,,,
ameboid,,,-0.07997,,,
amebous,,,-0.07997,,,
amelia,,,-0.34088,,,-0.5
ameliorate,2.0,1.0,0.17826,,1.0,
ameliorated,,,,,1.0,
ameliorates,,,,,1.0,
ameliorating,,,-0.06936,,,
amelioration,,,0.12208,,,
ameliorative,,,-0.06936,,,
amelioratory,,,-0.06936,,,
amenability,,,0.12208,,,
amenable,2.0,1.0,-0.22499,,1.0,-0.375
amenableness,,,0.12208,,,
amend,,,0.2668,,,
amendable,,,0.21734,,,
amended,,,0.17703,,,0.25
amendment,,,0.17531,,,-0.0625
amends,,,0.3932,,,
amenia,,,-0.38925,,,
amenity,1.0,1.0,0.28394,,1.0,0.625
amenorrhea,,,-0.38925,,,
amenorrhoea,,,-0.38925,,,-0.625
amentaceous,,,0.067,,,
amentia,,,-0.05621,,,
amentiferous,,,0.067,,,0.25
amercement,,,-0.07997,,,
amerciable,,,-0.07997,,,-0.125
americans,1.0,,,,,
ametabolic,,,-0.0611,,,-0.125
ametabolous,,,-0.0611,,,-0.125
amethopterin,,,-0.38925,,,
amethyst,,,-0.039985,,,-0.0625
amethystine,,,-0.01819,,,
ametria,,,-0.34088,,,-0.5
ametropia,,,-0.19821,,,-0.25
ametropic,,,-0.19821,,,-0.25
amia,,,-0.07997,,,
amiability,2.0,1.0,0.42444,,1.0,
amiabily,2.0,1.0,,,1.0,
amiable,2.0,1.0,0.37021,,1.0,
amiableness,,,0.0403,,1.0,
amiably,,,0.15793,,,
amicability,2.0,1.0,-0.19479000000000002,,1.0,
amicable,2.0,1.0,0.44363,,1.0,0.875
amicableness,,,-0.19479000000000002,,1.0,-0.1875
amicably,2.0,1.0,0.15793,,1.0,0.25
amigo,,,0.15793,,,0.25
amino,,,-0.0664,,,
aminoaciduria,,,0.12208,,,0.125
amiss,-2.0,-1.0,-0.296835,,-1.0,-0.625
amitosis,,,-0.08901,,,
amity,1.0,1.0,-0.41786,,,-0.25
ammodytes,,,-0.07997,,,
ammonia,,,-0.34381,,,-0.25
ammoniate,,,-0.28345,,,-0.375
ammoniated,,,-0.19821,,,-0.25
ammonify,,,-0.07997,,,-0.125
ammonite,,,-0.01819,,,
ammoniuria,,,-0.38925,,,-0.625
ammonoid,,,-0.01819,,,
amnesiac,-1.0,,-0.26954500000000003,,,
amnesic,,,-0.15136,,,-0.375
amnesty,1.0,,0.043460000000000006,,1.0,
amnestying,,,,,1.0,
amnic,,,0.0403,,,
amnionic,,,0.0403,,,
amniotic,,,0.0403,,,0.125
amobarbital,,,-0.25931,,,-0.375
amoeban,,,-0.07997,,,
amoebiasis,,,-0.38925,,,
amoebic,,,-0.07997,,,
amoebiosis,,,-0.38925,,,-0.625
amoeboid,,,-0.07997,,,-0.125
amoebous,,,-0.07997,,,-0.125
amok,,,-0.033865,,-1.0,
amoral,-1.0,,,,,
amoralism,,,0.25416,,,0.5
amoralist,,,0.36466,,,0.75
amorality,,,-0.13964000000000001,,,
amorally,,,-0.38925,,,
amorist,,,0.17826,,,0.375
amoristic,,,0.21734,,,0.5
amorous,,,0.21513000000000002,,,0.75
amorously,,,0.12208,,,0.125
amorousness,,,0.28626999999999997,,,
amorphous,,,-0.24694000000000002,,,
amort,,,0.17826,,,0.375
amount,,,0.038044999999999995,,,
amour,2.0,,0.36077,,,
amours,1.0,,,,,
amp,,,0.14712999999999998,,,0.125
amphibolips,,,-0.38925,,,
amphipod,,,0.17826,,,0.375
amphiprostylar,,,0.17826,,,
amphiprostyle,,,0.17826,,,
amphiprotic,,,0.21734,,,
amphisbaena,,,-0.02298,,,
amphisbaenia,,,-0.07997,,,
amphistylar,,,0.17964000000000002,,,
amphoteric,,,0.21734,,,0.5
ample,1.0,1.0,0.25639,,1.0,
ampleness,,,0.02975,,,
amplest,,,,,1.0,
amplify,,,0.26989,,,
amplitude,,,-0.055,,,-0.0625
amply,1.0,1.0,0.17964000000000002,,1.0,
ampulla,,,-0.10450999999999999,,,-0.25
amputate,-1.0,-1.0,,,-1.0,
amputated,,,,,-1.0,
amputates,,,,,-1.0,
amputation,,,-0.8003,,,-0.0625
amrinone,,,0.12208,,,
amuck,,,-0.27985499999999996,,-1.0,0.125
amuse,2.0,1.0,0.4728,3.0,,0.625
amused,1.0,,0.55245,3.0,,
amusedly,1.0,,,,,
amusement,2.0,,0.45318,3.0,,-0.375
amusements,1.0,,,3.0,,
amuses,1.0,,,,,
amusing,2.0,1.0,0.6675,,,
amusingly,2.0,1.0,0.36466,,,
amusive,,,0.21734,,,
amygdaliform,,,0.12208,,,
amygdaline,,,0.15793,,,0.25
amygdaloid,,,0.06104,,,
amygdaloidal,,,0.12208,,,0.125
amyl,,,0.12208,,,0.125
amylaceous,,,0.0403,,,
amyloid,,,0.02015,,,
amyloidal,,,0.0403,,,
amyloidosis,,,-0.42036,,,-0.75
amyotonia,,,-0.34088,,,
amyotrophia,,,0.12208,,,
amyotrophy,,,0.12208,,,0.125
amyxia,,,-0.28345,,,-0.375
an,,-1.0,-0.07997,,,
an,,1.0,-0.07997,,,
anabolic,,,0.17703,,,0.25
anacanthini,,,-0.34088,,,
anachronism,,,-0.05439,,,
anachronistically,,,0.15793,,,0.25
anaclisis,,,0.17826,,,0.375
anaclitic,,,0.12208,,,0.125
anaemia,,,0.10282000000000001,,,
anaemic,,,-0.10447999999999999,,,
anaerobe,,,-0.38925,,,-0.625
anaerobic,,,-0.28507,,,-0.25
anaerobiotic,,,-0.28345,,,-0.375
anaesthesia,,,-0.19821,,,
anaesthetic,,,-0.08226,,,
anaesthetist,,,-0.07997,,,
anaglyph,,,-0.10450999999999999,,,-0.25
anagogic,,,-0.19821,,,
anagogical,,,-0.19821,,,-0.25
analbuminemia,,,-0.34088,,,-0.5
analgesia,,,-0.42036,,,-0.75
analgesic,,,-0.15731499999999998,,,
analgetic,,,-0.031180000000000003,,,
analogical,,,-0.34088,,,-0.5
analogous,,,-0.26459,,,-0.5
analogously,,,0.08478,,,0.25
analphabet,,,-0.07997,,,
analphabetic,,,-0.037185,,,-0.08333333333333333
analphabetism,,,-0.25931,,,
analyse,,,0.0098,,,
analytic,,,0.11126,,,
analytical,,,0.25475,,,0.0625
analyzable,,,0.28394,,,
analyze,,,0.13764,,,
analyzed,,,0.12208,,,0.125
anamnesis,,,-0.02298,,,
anapaest,,,-0.07997,,,
anapaestic,,,-0.28345,,,
anapest,,,-0.07997,,,-0.125
anapestic,,,-0.28345,,,-0.375
anaphrodisia,,,-0.05621,,,-0.125
anaphrodisiac,,,0.25416,,,0.5
anaplasty,,,0.12208,,,
anaprox,,,-0.07997,,,
anapsid,,,-0.34088,,,
anapurna,,,0.15754,,,
anarchic,,,-0.34088,,,
anarchical,,,-0.34088,,,
anarchically,,,0.15793,,,0.25
anarchism,-2.0,-1.0,,,-1.0,
anarchist,-2.0,-1.0,,,-1.0,
anarchistic,-2.0,-1.0,-0.0611,,-1.0,-0.125
anarchists,,,,,-1.0,
anarchy,-2.0,-1.0,,,,
anarhichas,,,-0.07997,,,
anasa,,,-0.07997,,,
anasarca,,,-0.34088,,,-0.5
anasarcous,,,-0.42036,,,-0.75
anaspida,,,-0.19821,,,
anastigmatic,,,-0.06819,,,
anastomose,,,-0.1294,,,
anastylosis,,,-0.19821,,,-0.25
anathema,,,-0.02298,,-1.0,-0.125
anathemas,,,,,-1.0,
anathematise,,,-0.0611,,-1.0,
anathematize,,,-0.0611,,-1.0,
anathematized,,,,,-1.0,
anathematizes,,,,,-1.0,
anathematizing,,,,,-1.0,
anathemise,,,-0.26176,,-1.0,
anathemize,,,-0.26176,,-1.0,
anatomically,,,0.17826,,,0.375
